label,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,f_120,f_121,f_122,f_123,f_124,f_125
thumbs_up,0.0,0.0,0.0,0.2529917061328888,-0.004777571186423302,0.3326793313026428,0.5439737439155579,-0.012786163948476315,0.466718465089798,0.7609741687774658,0.03850707411766052,0.4954885244369507,0.9097304940223694,0.11783082038164139,0.5108166337013245,0.6075116991996765,-0.6100072860717773,0.5494232773780823,0.8929508328437805,-0.37379568815231323,0.6329208016395569,0.9359111189842224,-0.103541299700737,0.6517247557640076,0.9521107077598572,0.056988198310136795,0.6606423854827881,0.6811476945877075,-0.652709424495697,0.35819482803344727,0.9698889255523682,-0.24354755878448486,0.41061151027679443,0.8913370370864868,0.09481946378946304,0.37858837842941284,0.7644298076629639,0.23581568896770477,0.36230218410491943,0.7389633059501648,-0.5688468217849731,0.17023281753063202,0.9558310508728027,-0.0377420037984848,0.19384264945983887,0.7796115279197693,0.25773918628692627,0.15676622092723846,0.6098902225494385,0.3416648507118225,0.13825412094593048,0.8105283379554749,-0.39962947368621826,0.0065165129490196705,0.9558483362197876,0.08005915582180023,0.06702787429094315,0.809864342212677,0.28717371821403503,0.09177576750516891,0.6514875292778015,0.3031465411186218,0.10281764715909958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thumbs_up,0.0,0.0,0.0,0.2512541115283966,-0.20557700097560883,0.14159896969795227,0.4156962037086487,-0.37982410192489624,0.1649792194366455,0.593059778213501,-0.48710760474205017,0.13548187911510468,0.7296011447906494,-0.5413309931755066,0.11019939184188843,0.25254228711128235,-0.8099472522735596,0.1667892187833786,0.560493528842926,-0.8281588554382324,0.12791608273983002,0.611681342124939,-0.6010873317718506,0.0911078229546547,0.5784296989440918,-0.4365312457084656,0.07672545313835144,0.24416497349739075,-0.8000535368919373,0.0559663362801075,0.6146435737609863,-0.7750229835510254,0.027214787900447845,0.6524364352226257,-0.5021353363990784,0.014102128334343433,0.5937477946281433,-0.3143045902252197,0.01366035733371973,0.2560954988002777,-0.7193228602409363,-0.05433478578925133,0.626926064491272,-0.7077723145484924,-0.08301898092031479,0.6624700427055359,-0.4300413429737091,-0.05968679487705231,0.6136417984962463,-0.2304375320672989,-0.030953992158174515,0.2925029993057251,-0.5870187282562256,-0.15681682527065277,0.5986652374267578,-0.6466032266616821,-0.15644215047359467,0.6667782068252563,-0.47770053148269653,-0.11301499605178833,0.662367582321167,-0.3118433952331543,-0.07458557933568954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thumbs_up,0.0,0.0,0.0,0.11153636127710342,-0.07319169491529465,-0.019596289843320847,0.19222308695316315,-0.243988037109375,-0.022376732900738716,0.26572519540786743,-0.35657399892807007,-0.027971874922513962,0.3280293941497803,-0.43449681997299194,-0.032864708453416824,0.0643688514828682,-0.5149741768836975,0.016725998371839523,0.0914338231086731,-0.7257723212242126,-0.0022996864281594753,0.1377527415752411,-0.8583421111106873,-0.0226010512560606,0.17743098735809326,-0.951347827911377,-0.037643637508153915,0.008593195118010044,-0.5244316458702087,0.0022282693535089493,0.020463906228542328,-0.7393719553947449,-0.011707726866006851,0.06523975729942322,-0.8819387555122375,-0.03185076266527176,0.10812482982873917,-0.9941372871398926,-0.04615194723010063,-0.031953904777765274,-0.5035085678100586,-0.01884658820927143,-0.014363856054842472,-0.6923408508300781,-0.03657016530632973,0.03034447319805622,-0.8114073872566223,-0.04179352894425392,0.0694640576839447,-0.9090898633003235,-0.043390095233917236,-0.06435762345790863,-0.445015549659729,-0.04417682811617851,-0.05082537233829498,-0.5989072322845459,-0.06347262859344482,-0.016831837594509125,-0.6928008794784546,-0.061279501765966415,0.014780213125050068,-0.7685185670852661,-0.05554811283946037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thumbs_up,0.0,0.0,0.0,0.1248771995306015,-0.0631406158208847,-0.047689564526081085,0.24619075655937195,-0.2162015438079834,-0.06169499084353447,0.3694959282875061,-0.3058595657348633,-0.07655423879623413,0.4605444073677063,-0.346049964427948,-0.0873662531375885,0.11133792251348495,-0.5475026369094849,0.025296347215771675,0.1484985500574112,-0.7222709655761719,0.009761888533830643,0.17824740707874298,-0.8491858839988708,-0.009606084786355495,0.21023181080818176,-0.9476417303085327,-0.02393283136188984,0.012998885475099087,-0.5621306896209717,0.022848470136523247,-0.019206423312425613,-0.74815833568573,0.0005228894879110157,-0.04188081622123718,-0.8838210701942444,-0.01535604614764452,-0.050079066306352615,-0.9987452626228333,-0.01923522911965847,-0.062038686126470566,-0.5360763072967529,0.009193727746605873,-0.07714756578207016,-0.7161730527877808,-0.016156479716300964,-0.08083270490169525,-0.8264418840408325,-0.011702406220138073,-0.07883843779563904,-0.9313847422599792,0.0018071533413603902,-0.12157297879457474,-0.46804919838905334,-0.012803114019334316,-0.1193007305264473,-0.6187297105789185,-0.0216322373598814,-0.12907643616199493,-0.7000343799591064,-0.0038409961853176355,-0.12646391987800598,-0.765198290348053,0.016812585294246674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thumbs_up,0.0,0.0,0.0,0.06228635832667351,-0.010241049341857433,-0.09510772675275803,0.12080434709787369,-0.08399324864149094,-0.1606520116329193,0.17078107595443726,-0.15162600576877594,-0.21740557253360748,0.20854194462299347,-0.21009181439876556,-0.2761996388435364,0.0956077128648758,-0.41602012515068054,-0.13597099483013153,0.06471076607704163,-0.6212493777275085,-0.20333315432071686,0.038705095648765564,-0.7532300353050232,-0.2528502643108368,0.01753145642578602,-0.8747057914733887,-0.2918678820133209,0.06447724997997284,-0.457571417093277,-0.1374031901359558,0.061570905148983,-0.7052487730979919,-0.20689083635807037,0.07542094588279724,-0.8610319495201111,-0.25561606884002686,0.08882622420787811,-0.9960471391677856,-0.2909771800041199,0.022780118510127068,-0.43589097261428833,-0.14666447043418884,0.018889443948864937,-0.6837193369865417,-0.21714384853839874,0.031143825501203537,-0.8444445133209229,-0.2669880986213684,0.04196758195757866,-0.9853416681289673,-0.2994072139263153,-0.019713694229722023,-0.3719184398651123,-0.16203433275222778,-0.021379301324486732,-0.5570974349975586,-0.2296515852212906,-0.025088084861636162,-0.6824710965156555,-0.2670551836490631,-0.029221560806035995,-0.8016265034675598,-0.2916267216205597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thumbs_up,0.0,0.0,0.0,0.1269681751728058,-0.07354199886322021,-0.06750158220529556,0.24609707295894623,-0.20442616939544678,-0.1076287254691124,0.3393847942352295,-0.3026527464389801,-0.143641397356987,0.43182966113090515,-0.3604247272014618,-0.18240036070346832,0.11654007434844971,-0.473537802696228,-0.07107952237129211,0.16736896336078644,-0.6592215299606323,-0.11335770040750504,0.1914176195859909,-0.7774824500083923,-0.14972622692584991,0.210739403963089,-0.8826791048049927,-0.1771559864282608,0.02579193003475666,-0.48913246393203735,-0.07431195676326752,0.024530624970793724,-0.7191506624221802,-0.11345972865819931,0.017587311565876007,-0.8715007901191711,-0.1515507996082306,0.00876325462013483,-0.9999616146087646,-0.18000774085521698,-0.05627637356519699,-0.44768181443214417,-0.08251339942216873,-0.07099083065986633,-0.6491708755493164,-0.12493335455656052,-0.0726132020354271,-0.76679927110672,-0.15508906543254852,-0.07796242833137512,-0.8712376952171326,-0.17649362981319427,-0.13108746707439423,-0.36320894956588745,-0.096303291618824,-0.14941193163394928,-0.476394921541214,-0.13466887176036835,-0.15344847738742828,-0.49458014965057373,-0.14141547679901123,-0.16150696575641632,-0.5070804953575134,-0.14343340694904327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thumbs_up,0.0,0.0,0.0,-0.0060018859803676605,-0.2358570396900177,0.07415393739938736,0.03433606028556824,-0.4237496852874756,0.06745807826519012,0.0987854078412056,-0.5428445935249329,0.06310582906007767,0.15059112012386322,-0.621975839138031,0.053291648626327515,-0.002180978888645768,-0.48324182629585266,-0.23407353460788727,0.01113153900951147,-0.7158803343772888,-0.3128281235694885,0.028650686144828796,-0.8799257278442383,-0.3270501494407654,0.04012221097946167,-0.9991948008537292,-0.344310998916626,0.051239002496004105,-0.39997589588165283,-0.2976280152797699,0.07996460050344467,-0.6682416796684265,-0.4424649477005005,0.10964605957269669,-0.8432923555374146,-0.509106457233429,0.14087967574596405,-0.9825507402420044,-0.5634986162185669,0.12913502752780914,-0.30917972326278687,-0.3338436186313629,0.1989717334508896,-0.49220654368400574,-0.47647103667259216,0.2418091744184494,-0.6416939496994019,-0.5584421157836914,0.2620518207550049,-0.7435976266860962,-0.6139334440231323,0.22609983384609222,-0.2166462391614914,-0.3472267985343933,0.3517475128173828,-0.3062622845172882,-0.4863508641719818,0.43524664640426636,-0.3792076110839844,-0.5799670219421387,0.49722233414649963,-0.45717430114746094,-0.6510719060897827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thumbs_up,0.0,0.0,0.0,-0.06141134351491928,-0.2245110422372818,0.1368022859096527,-0.06786848604679108,-0.3711850345134735,0.18619303405284882,-0.026378102600574493,-0.48991742730140686,0.22902092337608337,0.016196541488170624,-0.5633671879768372,0.2695728838443756,-0.0212149266153574,-0.4883716404438019,-0.03789759427309036,0.002747979946434498,-0.7012535929679871,-0.07458886504173279,0.023255154490470886,-0.8501735329627991,-0.08500561118125916,0.04389382526278496,-0.960328221321106,-0.08571965992450714,0.06414585560560226,-0.44183650612831116,-0.08363278210163116,0.14300359785556793,-0.7036596536636353,-0.15508988499641418,0.19775104522705078,-0.8599324226379395,-0.1744833141565323,0.23880557715892792,-0.9710673689842224,-0.17929747700691223,0.14574746787548065,-0.3781423568725586,-0.10348134487867355,0.24369759857654572,-0.6073948740959167,-0.15943008661270142,0.29920411109924316,-0.7438011765480042,-0.1705200970172882,0.3419266939163208,-0.8421387672424316,-0.16473327577114105,0.22275739908218384,-0.29977869987487793,-0.10009876638650894,0.33670711517333984,-0.4565528333187103,-0.11925417929887772,0.391428679227829,-0.5298192501068115,-0.11387878656387329,0.42987096309661865,-0.5956772565841675,-0.1046113669872284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thumbs_up,0.0,0.0,0.0,-0.03434981778264046,-0.20774029195308685,-0.0004626740701496601,0.011622341349720955,-0.3856671154499054,-0.028725475072860718,0.10184793919324875,-0.490345299243927,-0.0556754507124424,0.1835526078939438,-0.5282213091850281,-0.08304398506879807,0.022548923268914223,-0.4473089873790741,-0.1121494472026825,0.06900852918624878,-0.7160139679908752,-0.1668541431427002,0.1105002909898758,-0.8766595721244812,-0.18996761739253998,0.14141863584518433,-0.9899498224258423,-0.19940835237503052,0.12042994052171707,-0.37333860993385315,-0.13366007804870605,0.27102410793304443,-0.603715717792511,-0.18463605642318726,0.3011324107646942,-0.6019136905670166,-0.18249157071113586,0.29560989141464233,-0.5557403564453125,-0.16766899824142456,0.20606426894664764,-0.28249186277389526,-0.14701105654239655,0.3093077540397644,-0.4439810812473297,-0.1835893988609314,0.2763327956199646,-0.40734434127807617,-0.15306925773620605,0.2387525737285614,-0.3556121289730072,-0.1196858286857605,0.27511751651763916,-0.19496510922908783,-0.15815360844135284,0.3330684304237366,-0.324210524559021,-0.1605827957391739,0.2996695935726166,-0.2935763895511627,-0.11611267179250717,0.27358630299568176,-0.24527551233768463,-0.07628264278173447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thumbs_up,0.0,0.0,0.0,0.010498035699129105,-0.2021413892507553,0.03257171809673309,0.08563647419214249,-0.36765241622924805,0.01795789785683155,0.1928616315126419,-0.45332372188568115,-0.009663532488048077,0.28736838698387146,-0.48397862911224365,-0.033216558396816254,0.10252635926008224,-0.4838757812976837,-0.052743904292583466,0.2322670817375183,-0.6725420951843262,-0.11133041977882385,0.30465126037597656,-0.8028252124786377,-0.144554004073143,0.3572543263435364,-0.908945620059967,-0.16455189883708954,0.14745791256427765,-0.42232373356819153,-0.10003430396318436,0.3096155524253845,-0.6375816464424133,-0.1729455143213272,0.4033440053462982,-0.7730560302734375,-0.2075483649969101,0.4728119373321533,-0.8811633586883545,-0.22615599632263184,0.19666063785552979,-0.32153454422950745,-0.13733279705047607,0.38286495208740234,-0.4177328050136566,-0.18193809688091278,0.35461851954460144,-0.3467717170715332,-0.14222905039787292,0.30035200715065,-0.30390775203704834,-0.10168854147195816,0.24526247382164001,-0.19501344859600067,-0.1743733286857605,0.39551371335983276,-0.2734343707561493,-0.1816643923521042,0.36222830414772034,-0.22690124809741974,-0.13298921287059784,0.3028579354286194,-0.19946570694446564,-0.0891827717423439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thumbs_up,0.0,0.0,0.0,0.201579287648201,-0.22300748527050018,0.08294427394866943,0.31776970624923706,-0.41560274362564087,0.07941136509180069,0.40604066848754883,-0.540778636932373,0.04573028162121773,0.4741238057613373,-0.650192141532898,0.012039761058986187,0.15373843908309937,-0.6979313492774963,0.02098190411925316,0.2881331145763397,-0.9136814475059509,-0.03880754113197327,0.43469101190567017,-0.9005796909332275,-0.08154866099357605,0.5160930752754211,-0.8325697183609009,-0.10470281541347504,0.09880182147026062,-0.6624857783317566,-0.06169060617685318,0.25812745094299316,-0.885286808013916,-0.12244456261396408,0.43253305554389954,-0.8356108665466309,-0.1568048596382141,0.5217993855476379,-0.7378634810447693,-0.17541024088859558,0.06702511757612228,-0.5678048133850098,-0.13984496891498566,0.22224697470664978,-0.7599952220916748,-0.19398312270641327,0.39897242188453674,-0.7206136584281921,-0.20875537395477295,0.49628931283950806,-0.6387509107589722,-0.2138221561908722,0.06992873549461365,-0.42433106899261475,-0.21085545420646667,0.22498781979084015,-0.5058820247650146,-0.24536284804344177,0.3514646291732788,-0.4907803237438202,-0.2452356219291687,0.42839309573173523,-0.44188153743743896,-0.24090218544006348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thumbs_up,0.0,0.0,0.0,0.22475168108940125,-0.2031651884317398,0.07816490530967712,0.3429548442363739,-0.3787180781364441,0.05962631478905678,0.465119868516922,-0.47699758410453796,0.005940798204392195,0.5736790895462036,-0.5744956731796265,-0.04136760160326958,0.18256179988384247,-0.7387507557868958,-0.0045581115409731865,0.37691566348075867,-0.9262475371360779,-0.0741334930062294,0.5204955339431763,-0.750739336013794,-0.10581211745738983,0.5259554386138916,-0.6107845306396484,-0.11831022799015045,0.1075497716665268,-0.7079669237136841,-0.10393459349870682,0.3867758512496948,-0.9189016819000244,-0.17270764708518982,0.5308982729911804,-0.6859604716300964,-0.19481173157691956,0.49814078211784363,-0.5336152911186218,-0.2013750821352005,0.07841546833515167,-0.5953971743583679,-0.19764186441898346,0.3322855234146118,-0.812718391418457,-0.2627793848514557,0.48084545135498047,-0.5866427421569824,-0.23317673802375793,0.43758416175842285,-0.4409763813018799,-0.20156621932983398,0.07583799958229065,-0.44216373562812805,-0.2857188880443573,0.31094861030578613,-0.6200612187385559,-0.3296450972557068,0.430355429649353,-0.501045823097229,-0.2879820466041565,0.40636080503463745,-0.38269373774528503,-0.24975569546222687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thumbs_up,0.0,0.0,0.0,0.16342122852802277,-0.12625855207443237,0.033120911568403244,0.26998454332351685,-0.2958342730998993,0.02004151977598667,0.35720837116241455,-0.3975216746330261,-0.01722274161875248,0.45199739933013916,-0.4965302348136902,-0.05878501012921333,0.18289431929588318,-0.59454745054245,0.02095562405884266,0.2445676624774933,-0.8360727429389954,-0.03319829702377319,0.3453279435634613,-0.8891715407371521,-0.07261219620704651,0.4240562319755554,-0.8869048953056335,-0.09637853503227234,0.12968240678310394,-0.5963959693908691,-0.046858686953783035,0.18965519964694977,-0.8884574174880981,-0.09949454665184021,0.318779855966568,-0.935775876045227,-0.14087755978107452,0.40223753452301025,-0.9155353307723999,-0.1681864708662033,0.06600730121135712,-0.559066653251648,-0.11830077320337296,0.11938083916902542,-0.844275951385498,-0.17733827233314514,0.26034295558929443,-0.8244324922561646,-0.20122909545898438,0.34648770093917847,-0.7501856684684753,-0.21271918714046478,0.008638990111649036,-0.48322591185569763,-0.18773138523101807,0.06880096346139908,-0.6995900869369507,-0.24396798014640808,0.17609278857707977,-0.6999290585517883,-0.256521999835968,0.2478603571653366,-0.6417201161384583,-0.25999560952186584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thumbs_up,0.0,0.0,0.0,0.11805465817451477,-0.1256689876317978,-0.01188929658383131,0.17259633541107178,-0.2646957337856293,-0.0563819445669651,0.22287392616271973,-0.37821975350379944,-0.11435583978891373,0.23215651512145996,-0.5014320611953735,-0.16775032877922058,0.013840259052813053,-0.5753486156463623,-0.02059479057788849,0.017055736854672432,-0.7558143734931946,-0.08313702046871185,0.04501267895102501,-0.8978271484375,-0.11576380580663681,0.06544780731201172,-0.9978560209274292,-0.135132297873497,-0.044538866728544235,-0.564140796661377,-0.06103542074561119,0.14706692099571228,-0.6840034127235413,-0.14523310959339142,0.18888883292675018,-0.525783121585846,-0.1531037986278534,0.14365920424461365,-0.4488130211830139,-0.1359880268573761,-0.07416398823261261,-0.5091856122016907,-0.10721705108880997,0.13451233506202698,-0.5479721426963806,-0.1894838511943817,0.1532416194677353,-0.4014967083930969,-0.16842098534107208,0.0917496606707573,-0.3546028137207031,-0.13468529284000397,-0.07775425910949707,-0.4167928993701935,-0.15526875853538513,0.10744418948888779,-0.4090973138809204,-0.20026953518390656,0.13040173053741455,-0.305584579706192,-0.17808227241039276,0.07810954004526138,-0.2660026252269745,-0.15018929541110992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thumbs_up,0.0,0.0,0.0,0.112806037068367,-0.1367650330066681,0.00724051846191287,0.1734335720539093,-0.297148197889328,0.006202113814651966,0.21896584331989288,-0.42095962166786194,-0.016831159591674805,0.23869791626930237,-0.5482994318008423,-0.036159221082925797,0.002505282172933221,-0.5071847438812256,0.09135179966688156,0.0104860570281744,-0.7105025053024292,0.0714670941233635,0.043471548706293106,-0.829395592212677,0.05188027024269104,0.07820215821266174,-0.9238525032997131,0.0395294614136219,-0.03980427607893944,-0.5175485610961914,0.050592273473739624,-0.0281329657882452,-0.7624989748001099,0.011977520771324635,0.04903287813067436,-0.9022833704948425,-0.016851870343089104,0.11182323843240738,-0.9937281012535095,-0.029895763844251633,-0.09553168714046478,-0.49889764189720154,-0.0015867251204326749,-0.021686634048819542,-0.7134321928024292,-0.07802765816450119,0.0465276837348938,-0.5842370390892029,-0.08774712681770325,0.06252669543027878,-0.4546603858470917,-0.0689404085278511,-0.14331291615962982,-0.4574366807937622,-0.054179806262254715,-0.07223064452409744,-0.6283618807792664,-0.1210419088602066,0.0031209064181894064,-0.5615876913070679,-0.12403710931539536,0.036933135241270065,-0.4684807062149048,-0.10888701677322388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
